incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
INC000012,Arson,West,hillcrest,il,7141 Sunset Blvd,25.667571,-87.63691834423408,2023-10-12 00:29:21,OFF0104,Emily,Garcia,Unknown,SUS00131,Karen,Smith,73,Female,Unknown,VIC00578,John,Walker,49,Other,6722861823,Hands/Feet,High,Closed,Case Dismissed,3,22336.11,True,Incident at 7141 Sunset Blvd. Officer responded at scene.
INC004025,Homicide,North,springfield,il,6740 Main St,42.355477,-70.537849,2019-06-11 09:17:06,OFF0006,SUSAN,Davis,7771.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00270,John,Hall,46,Unknown,7633715011,Knife,Medium,Unknown,Arrest Made,2,41612.74,True,Incident at 6740 Main St. Officer responded at scene.
INC004229,Drunk Driving,South,maplewood,pa,1998 Oak Ave,37.915664,-101.818092,2019-04-08 08:58:56,OFF0084,Daniel,Moore,3603.0,SUS00427,Robert,Nguyen,36,Female,White,No Victim Identified,No Victim Identified,No Victim Identified,49,Unknown,,Firearm,High,Open,No Arrest,0,39458.31,False,Incident at 1998 Oak Ave. Officer responded at scene.
INC001681,Vandalism,North,centerville,il,1531 Elm Blvd,40.37958816563467,-113.895829,2018-01-19 11:51:47,OFF0085,Thomas,Young,3609.0,SUS00031,Sarah,Lee,68,Male,Unknown,VIC00268,Richard,Green,65,Female,8948585008,Blunt Object,Medium,Closed,No Arrest,1,15340.44,True,Incident at 1531 Elm Blvd. Officer responded at scene.
INC001082,Trespassing,North,centerville,oh,4477 Park Rd,44.235915,-72.531851,2020-09-26 03:44:04,OFF0061,  Richard  ,Nguyen,5811.0,SUS00634,Patricia,Allen,46,Male,Hispanic,VIC00739,Nancy,Walker,66,Male,3452533632,Unknown/Not Specified,Low,Open,Pending,0,36523.09,False,Incident at 4477 Park Rd. Officer responded at scene.
INC003034,Fraud,South,fairview,pa,9763 Sunset Blvd,44.311283,-113.520893,2022-01-29 13:04:10,OFF0015,Nancy,Wright,2997.0,SUS00153,William,Green,45,Male,Unknown,VIC00082,William,Wilson,17,Female,7333531557,Unarmed,Critical,Open,Case Dismissed,5,43546.14,True,Incident at 9763 Sunset Blvd. Officer responded at scene.
INC000620,Graffiti,Northwest,centerville,ny,2807 Oak Ave,36.58518340044988,-97.471433,2024-02-03 21:32:01,OFF0134,Thomas,Miller,2363.0,SUS00176,Linda,Allen,46,Male,Other,VIC00558,Jennifer,Smith,70,Other,2061658359,Firearm,Medium,Open,Warning Issued,4,23498.01,Unknown,No additional notes
INC002922,Kidnapping,North,centerville,ny,8939 Sunset Blvd,43.76962,-114.709856,2024-03-09 12:10:31,OFF0061,Sarah,Wilson,1942.0,SUS00183,Barbara,Martin,23,Female,Hispanic,VIC00004,Patricia,Allen,55,Female,,Firearm,Critical,Closed,No Arrest,0,8899.61,Unknown,Incident at 8939 Sunset Blvd. Officer responded at scene.
INC004325,Drunk Driving,Southwest,centerville,pa,536 Lincoln St,28.929979,-91.47773,2018-11-11 23:42:59,OFF0068,Barbara,Thompson,2842.0,SUS00280,Carol,Jones,45,Other,Unknown,VIC00093,Daniel,Anderson,27,Male,9574351030,Knife,Low,Unknown,Case Dismissed,0,26881.17,False,Incident at 536 Lincoln St. Officer responded at scene.
INC004495,Fraud,Northeast,lakewood,ny,8751 Washington Ave,35.495299,-115.97275,2024-10-31 07:09:30,OFF0032,Mark,White,6035.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00739,Robert,Wright,49,Female,,Hands/Feet,Medium,Open,Arrest Made,5,24419.26,True,Incident at 8751 Washington Ave. Officer responded at scene.
INC003679,Drug Offense,South,oakdale,ga,9020 Park Rd,28.218858,-77.61378,2023-07-09 08:25:19,OFF0018,Jessica,Flores,Unknown,SUS00333,Joseph,Flores,46,Unknown,Other,VIC00452,Michael,Martin,72,Male,7449849372,Unknown/Not Specified,High,Closed,Arrest Made,1,17866.22,False,No additional notes
INC002829,Domestic Violence,South,springfield,az,6812 Oak Ave,43.642931,-88.5894379804878,2021-07-18 11:18:04,OFF0130,Chris,Johnson,1977.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00944,Robert,Flores,49,Female,6183689022,Unknown/Not Specified,High,Unknown,Pending,4,23459.37,True,Incident at 6812 Oak Ave. Officer responded at scene.
INC001643,Domestic Violence,South,oakdale,oh,1875 Washington Ave,45.451826,-76.160314,2024-07-30 05:35:19,OFF0066,James,Miller,7514.0,SUS00678,Emily,Wilson,46,Other,Unknown,VIC00554,Jessica,Martin,72,Female,,Knife,High,Open,Warning Issued,0,908.62,False,Incident at 1875 Washington Ave. Officer responded at scene.
INC002172,Fraud,Southeast,oakdale,ny,2797 Cedar Lane,41.374442,-71.780917,2019-07-27 00:47:00,OFF0004,Michael,Jackson,7294.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00533,John,Wright,64,Unknown,5375907916,Firearm,Medium,Under Investigation,Arrest Made,3,37434.99,False,Incident at 2797 Cedar Lane. Officer responded at scene.
INC003654,Vandalism,Central,maplewood,nc,729 Washington Ave,39.775097,-114.738907,2021-11-17 10:34:00,OFF0039,Matthew,Nguyen,8950.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00918,Mary,Johnson,14,Female,6014997295,Knife,Low,Closed,No Arrest,4,44569.77,False,No additional notes
INC000391,Fraud,South,oakdale,il,3615 Park Rd,37.873229,-80.140107,2019-02-21 06:06:59,OFF0073,Joseph,Garcia,6990.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00545,Linda,Wilson,35,Female,2359284946,Blunt Object,Medium,Unknown,Arrest Made,5,26450.1,True,No additional notes
INC003670,Breaking & Entering,East,hillcrest,il,9740 Elm Blvd,45.417249,-75.091975,2024-04-08 08:23:23,OFF0010,Nancy,Smith,2436.0,SUS00237,Thomas,Taylor,49,Male,Unknown,VIC00166,Matthew,Walker,21,Female,9095285177,Blunt Object,High,Open,Arrest Made,3,31251.37,True,No additional notes
INC001644,Theft/Larceny,Southwest,lakewood,il,2110 Main St,32.100897,-118.051616,2021-05-09 09:32:36,OFF0139,Ashley,Jones,1981.0,SUS00483,Ashley,Flores,53,Unknown,Unknown,VIC00651,Charles,Allen,49,Female,8441562972,Firearm,High,Open,Warning Issued,4,11417.61,Unknown,Incident at 2110 Main St. Officer responded at scene.
INC002709,Fraud,South,riverside,oh,5500 Washington Ave,42.792023,-112.713523,2022-03-05 17:11:56,OFF0131,  Nancy  ,Taylor,9517.0,SUS00458,Mark,Scott,72,Male,Unknown,VIC00973,Barbara,Taylor,49,Female,,Firearm,Low,Unknown,Arrest Made,4,2546.43,False,No additional notes
INC000011,Domestic Violence,Southwest,centerville,fl,7778 Sunset Blvd,40.37958816563467,-109.143534,2023-06-05 03:28:58,OFF0071,Matthew,Scott,9540.0,SUS00497,William,White,19,Unknown,Other,VIC00241,David,Flores,79,Female,3412544788,Blunt Object,Low,Under Investigation,Case Dismissed,0,20743.39,False,Incident at 7778 Sunset Blvd. Officer responded at scene.
INC003953,Theft/Larceny,East,springfield,il,1178 Maple Dr,35.692671,-93.526422,2024-08-29 20:54:39,OFF0106,Emily,Brown,1476.0,SUS00745,Barbara,Johnson,75,Female,Black,VIC00852,Patricia,Wilson,12,Female,9972129227,Knife,Medium,Unknown,Case Dismissed,1,40202.95,False,No additional notes
INC001917,Drunk Driving,Central,lakewood,ga,438 Lincoln St,36.48670792153755,-90.189655,2018-01-25 11:07:06,OFF0087,Ashley,Scott,6235.0,SUS00218,Mary,Walker,16,Unknown,Other,VIC00422,Thomas,Smith,45,Female,,Unknown/Not Specified,Medium,Under Investigation,Case Dismissed,1,24290.915,Unknown,No additional notes
INC000182,Drug Offense,Southwest,fairview,oh,5165 Park Rd,41.0958690964467,-87.415929,2021-03-21 18:12:39,OFF0015,Susan,Hill,6410.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00892,Emily,Nguyen,27,Male,8162259693,Hands/Feet,Low,Under Investigation,Case Dismissed,0,22595.9,Unknown,Incident at 5165 Park Rd. Officer responded at scene.
INC000984,Drug Offense,Northeast,lakewood,tx,8691 Lincoln St,32.292466,-93.87167,2024-11-16 07:19:30,OFF0103,Mark,Wilson,4558.0,SUS00197,Joseph,Wilson,37,Male,Unknown,VIC00987,Mary,Garcia,39,Female,,Unknown/Not Specified,Medium,Under Investigation,Pending,2,22662.13,False,Incident at 8691 Lincoln St. Officer responded at scene.
INC003310,Fraud,North,hillcrest,ga,6611 River Rd,44.909632,-89.73331,2021-04-22 19:10:26,OFF0065,Nancy,Thompson,Unknown,SUS00450,Jennifer,Garcia,24,Female,Asian,VIC00393,Chris,Taylor,33,Male,4092734281,Hands/Feet,Medium,Unknown,Case Dismissed,1,42758.4,True,Incident at 6611 River Rd. Officer responded at scene.
INC004421,Drunk Driving,North,hillcrest,oh,447 Park Rd,39.561276,-109.257164,2023-10-28 12:00:26,OFF0076,Carol,Jackson,6427.0,SUS00647,Sarah,Smith,67,Male,White,VIC00073,Thomas,Davis,75,Male,6089902233,Hands/Feet,Low,Pending,Arrest Made,2,41356.77,Unknown,Incident at 447 Park Rd. Officer responded at scene.
INC002063,Theft/Larceny,Central,fairview,fl,7603 River Rd,39.221207,-91.698972,2024-07-23 09:45:25,OFF0083,Linda,Wright,5769.0,SUS00669,Mary,White,64,Female,Other,VIC00230,Anthony,Walker,49,Male,7642165272,Firearm,High,Closed,Case Dismissed,2,5498.66,True,Incident at 7603 River Rd. Officer responded at scene.
INC000849,Kidnapping,Southeast,springfield,ny,5209 Sunset Blvd,38.50402,-103.401884,2021-08-03 18:26:02,OFF0067,James,Smith,2042.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00794,Carol,Wright,50,Female,3328997534,Knife,Low,Pending,Warning Issued,4,40995.24,True,Incident at 5209 Sunset Blvd. Officer responded at scene.
INC001974,Sexual Assault,South,riverside,ga,8830 Park Rd,30.233532,-103.743298,2022-09-17 20:08:00,OFF0071,Carol,Scott,3521.0,SUS00461,Linda,Thompson,46,Female,Other,VIC00365,Richard,Jackson,24,Female,,Blunt Object,Critical,Closed,Pending,0,18051.58,True,Incident at 8830 Park Rd. Officer responded at scene.
INC004882,Cyber Crime,Central,centerville,ga,4275 Lincoln St,45.027946,-88.54306817251909,2020-08-17 15:08:09,OFF0011,Chris,White,8288.0,SUS00288,Michelle,Nguyen,62,Unknown,Asian,VIC00262,Richard,Hall,84,Unknown,3493633119,Firearm,High,Pending,Arrest Made,4,23853.82,False,Incident at 4275 Lincoln St. Officer responded at scene.
INC000056,Domestic Violence,Southeast,hillcrest,pa,1678 Park Rd,31.847306,-70.035741,2021-10-29 06:28:27,OFF0068,Susan,Hill,Unknown,SUS00450,Patricia,Scott,66,Male,Asian,VIC00831,Daniel,Anderson,88,Unknown,6382693281,Knife,High,Pending,Arrest Made,4,0.0,True,Incident at 1678 Park Rd. Officer responded at scene.
INC000358,Robbery,Southwest,hillcrest,tx,7362 River Rd,31.35191,-72.953099,2022-02-28 05:18:19,OFF0042,Jessica,Martin,1698.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00100,Ashley,Anderson,49,Female,3517061499,Hands/Feet,Medium,Unknown,Arrest Made,3,4221.75,True,No additional notes
INC003501,Drunk Driving,Midtown,centerville,ny,9035 River Rd,47.180754,-119.451632,2020-01-17 22:06:54,OFF0059,Richard,Nguyen,4539.0,SUS00508,Jessica,Hall,24,Male,Asian,VIC00036,Matthew,Wilson,74,Female,2111355408,Hands/Feet,Low,Resolved,Pending,2,13171.43,False,Incident at 9035 River Rd. Officer responded at scene.
INC004217,Kidnapping,East,riverside,ny,1878 Elm Blvd,47.281909,-119.598255,2021-01-23 23:14:55,OFF0103,Michael,Martin,5707.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00307,Richard,Lee,49,Other,4515686693,Firearm,Medium,Under Investigation,Pending,4,26843.19,False,Incident at 1878 Elm Blvd. Officer responded at scene.
INC001278,Domestic Violence,Central,oakdale,nc,5450 Washington Ave,25.737717,-71.794694,2024-05-03 21:45:00,OFF0020,Thomas,Nguyen,6085.0,SUS00048,Sarah,Green,46,Male,White,VIC00037,Patricia,Martin,77,Female,8015715805,Blunt Object,High,Pending,Warning Issued,1,49156.22,False,Incident at 5450 Washington Ave. Officer responded at scene.
INC004174,Sexual Assault,North,riverside,oh,8572 River Rd,37.465094,-76.372179,2024-12-10 05:46:57,OFF0131,Robert,Young,2998.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00483,William,Thompson,49,Male,6539988477,Firearm,High,Unknown,Arrest Made,5,27505.04,Unknown,No additional notes
INC000415,Trespassing,Southwest,centerville,pa,1557 Main St,34.717315,-89.284217,2021-02-24 06:39:11,OFF0149,Jennifer,Smith,9818.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00670,Linda,Scott,19,Unknown,3305788284,Unknown/Not Specified,Medium,Closed,Case Dismissed,5,5533.45,False,Incident at 1557 Main St. Officer responded at scene.
INC002433,Drunk Driving,South,centerville,oh,176 Lincoln St,40.11454,-79.905023,2018-02-15 03:16:33,OFF0105,Anthony,Martin,7218.0,SUS00051,Robert,White,44,Unknown,Unknown,VIC00397,Mary,Young,14,Male,2633507286,Unknown/Not Specified,Medium,Unknown,Arrest Made,1,23709.31,True,Incident at 176 Lincoln St. Officer responded at scene.
INC002817,Homicide,South,riverside,pa,9048 Sunset Blvd,33.213041,-78.729266,2022-05-12 15:27:07,OFF0101,Matthew,Walker,8015.0,SUS00327,Robert,Wilson,29,Female,Unknown,VIC00959,Linda,Jones,75,Male,7491806930,Unknown/Not Specified,Medium,Under Investigation,Warning Issued,1,8635.17,False,Incident at 9048 Sunset Blvd. Officer responded at scene.
INC002764,Drunk Driving,Southeast,riverside,oh,7594 Sunset Blvd,43.71651,-88.807501,2024-03-27 19:09:57,OFF0045,Sarah,Jones,Unknown,SUS00018,Barbara,Hill,66,Unknown,Hispanic,VIC00060,Thomas,Jackson,19,Male,8214312474,Unknown/Not Specified,Medium,Unknown,Warning Issued,5,24290.915,False,Incident at 7594 Sunset Blvd. Officer responded at scene.
INC003266,Theft/Larceny,Southeast,centerville,fl,4683 Park Rd,33.211288,-107.742825,2024-09-11 13:45:34,OFF0120,David,Anderson,1521.0,SUS00509,Ashley,Jackson,49,Unknown,White,VIC00205,Karen,Garcia,73,Unknown,4597816600,Firearm,Medium,Unknown,Pending,5,17875.83,Unknown,No additional notes
INC001693,Drug Offense,Northwest,hillcrest,il,4264 Park Rd,28.500482,-95.198064,2024-07-18 17:14:24,OFF0026,  Nancy  ,Wilson,1229.0,SUS00634,John,White,44,Unknown,White,VIC00717,John,Anderson,46,Female,7146995290,Firearm,Low,Closed,Case Dismissed,5,22662.13,True,No additional notes
INC004279,Trespassing,Northwest,hillcrest,ny,9893 Main St,39.882139,56.4626,2020-06-27 00:56:00,OFF0053,David,Williams,9437.0,SUS00174,Mark,Young,53,Female,Hispanic,VIC00794,Michelle,Moore,49,Male,8004884085,Firearm,Critical,Pending,Arrest Made,4,36831.63,True,Incident at 9893 Main St. Officer responded at scene.
INC92363,Fraud,North,lakewood,ny,7906 Park Rd,29.520757,-71.219423,2019-11-18 23:33:43,OFF0031,James,Johnson,3854.0,SUS00771,Donna,Harris,62,Female,Black,VIC00497,Emily,Moore,28,Female,7985374466,Firearm,Critical,Unknown,Case Dismissed,3,9564.87,True,Incident at 7906 Park Rd. Officer responded at scene.
INC000076,Robbery,Northeast,lakewood,tx,6285 Washington Ave,38.539426,-89.4352688740032,,OFF0077,Barbara,White,9524.0,SUS00611,Jessica,Flores,58,Other,White,VIC00924,Matthew,Miller,31,Male,,Blunt Object,Low,Under Investigation,Case Dismissed,5,1095.66,True,No additional notes
INC001571,Breaking & Entering,Northwest,oakdale,pa,4115 Cedar Lane,37.69361,-70.524258,2021-06-17 10:48:31,OFF0124,Donna,Thompson,7174.0,SUS00528,Richard,Wright,75,Female,White,VIC00733,Robert,Harris,16,Unknown,2972059641,Knife,High,Open,No Arrest,1,39959.87,False,No additional notes
INC001049,Domestic Violence,North,hillcrest,il,8382 Lincoln St,36.173829,-72.834185,2018-08-03 16:04:51,OFF0028,Jessica,Johnson,3012.0,SUS00357,David,Davis,46,Unknown,Unknown,VIC00380,John,Brown,50,Female,3873611079,Blunt Object,Medium,Open,Pending,5,13055.68,Unknown,Incident at 8382 Lincoln St. Officer responded at scene.
INC001779,Drunk Driving,South,springfield,nc,3952 Sunset Blvd,47.002571,-114.097492,2024-12-16 19:57:58,OFF0145,Sarah,Torres,Unknown,SUS00580,Daniel,Green,34,Male,Hispanic,VIC00684,Anthony,Martin,14,Female,3233957527,Blunt Object,Critical,Closed,Arrest Made,0,44163.92,Unknown,Incident at 3952 Sunset Blvd. Officer responded at scene.
INC001928,Kidnapping,East,maplewood,il,3108 Washington Ave,26.230609,-98.855046,2020-05-25 13:10:23,OFF0067,Jennifer,Williams,5818.0,SUS00612,Michelle,Hill,17,Female,Unknown,VIC00462,Anthony,Flores,69,Unknown,6183886047,Hands/Feet,Medium,Pending,Arrest Made,5,41696.15,False,Incident at 3108 Washington Ave. Officer responded at scene.
INC004136,Cyber Crime,Northwest,fairview,ga,5869 Sunset Blvd,32.493701,94.7697,2020-03-10 19:53:06,OFF0072,Chris,Wright,Unknown,SUS00586,Donna,Scott,30,Unknown,Unknown,VIC00449,Daniel,Miller,67,Unknown,5744621575,Firearm,Critical,Closed,No Arrest,2,23853.82,True,Incident at 5869 Sunset Blvd. Officer responded at scene.
INC003363,Trespassing,North,lakewood,oh,3847 Oak Ave,30.433176,-121.25597,2023-04-14 05:23:31,OFF0010,Robert,Wright,3125.0,SUS00632,Carol,Wright,59,Male,Asian,VIC00981,Susan,Miller,35,Female,7561108681,Firearm,Low,Closed,No Arrest,4,45672.44,True,Incident at 3847 Oak Ave. Officer responded at scene.
INC003610,Breaking & Entering,West,springfield,ca,555 Main St,35.899777,-75.878776,2021-08-06 11:47:33,OFF0011,Charles,Green,7293.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00885,Jessica,Anderson,49,Female,,Firearm,Medium,Under Investigation,Arrest Made,0,4881.63,False,Incident at 555 Main St. Officer responded at scene.
INC003362,Cyber Crime,Central,hillcrest,il,9001 Cedar Lane,40.140538,-102.651896,2019-06-27 05:03:57,OFF0146,William,White,7890.0,SUS00621,Sarah,Scott,46,Other,White,VIC00633,Sarah,Smith,41,Female,2994543730,Firearm,Medium,Closed,Case Dismissed,0,47229.65,True,Incident at 9001 Cedar Lane. Officer responded at scene.
INC000621,Drunk Driving,East,oakdale,fl,3408 Main St,25.295893,-100.246238,,OFF0035,Robert,Davis,6279.0,SUS00040,Chris,Martin,29,Male,Unknown,VIC00927,William,Hall,28,Female,8553814235,Unknown/Not Specified,Medium,Under Investigation,Case Dismissed,4,5736.4,True,Incident at 3408 Main St. Officer responded at scene.
INC002712,Fraud,North,hillcrest,ny,5479 Main St,36.44884,-104.562405,2024-05-09 06:25:20,OFF0119,Matthew,Walker,7680.0,SUS00086,James,Jackson,24,Male,White,VIC00409,Thomas,Garcia,74,Unknown,,Firearm,Medium,Under Investigation,Case Dismissed,5,8750.44,False,No additional notes
INC004461,Trespassing,Northwest,centerville,tx,9469 Washington Ave,47.405742,-99.563809,2023-01-13 07:36:21,OFF0017,Thomas,Young,4757.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00305,Nancy,White,90,Male,2258936914,Hands/Feet,Medium,Pending,Warning Issued,4,23059.41,True,Incident at 9469 Washington Ave. Officer responded at scene.
INC002541,Homicide,Northeast,hillcrest,ga,5284 Oak Ave,34.761864,-95.201241,2021-03-29 02:28:36,OFF0030,Anthony,Taylor,2734.0,SUS00092,Daniel,Wright,25,Male,Black,VIC00037,Susan,Thompson,52,Female,7006594911,Blunt Object,Medium,Pending,Warning Issued,4,40404.4,True,Incident at 5284 Oak Ave. Officer responded at scene.
INC002878,Kidnapping,Southeast,riverside,ga,7180 Lincoln St,46.660941,-109.546589,2019-06-04 02:42:00,OFF0057,James,Harris,3122.0,SUS00035,Thomas,Williams,62,Unknown,White,VIC00455,Emily,Young,74,Female,3643928553,Knife,Medium,Under Investigation,Case Dismissed,1,31587.2,False,Incident at 7180 Lincoln St. Officer responded at scene.
INC003863,Arson,Midtown,oakdale,nc,2059 Washington Ave,30.828748,-98.571525,2023-05-28 10:48:39,OFF0006,Daniel,Nguyen,5321.0,SUS00641,Anthony,Lee,62,Male,Black,VIC00534,Susan,Taylor,67,Unknown,3421333280,Knife,Critical,Open,Warning Issued,0,22336.11,False,Incident at 2059 Washington Ave. Officer responded at scene.
INC002161,Cyber Crime,Northwest,oakdale,pa,1881 Park Rd,30.555254,-92.120035,2024-08-28 13:33:25,OFF0108,Robert,Martin,2997.0,SUS00733,Michael,Wright,45,Female,Asian,VIC00746,David,Garcia,58,Female,8282367022,Hands/Feet,Medium,Unknown,Warning Issued,5,17807.72,True,No additional notes
INC004796,Domestic Violence,Northeast,fairview,nc,3690 Main St,28.236868,-77.402171,2022-09-10 17:09:47,OFF0059,robert,Wright,4857.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00222,Ashley,Wright,63,Female,9336226771,Blunt Object,Low,Unknown,Case Dismissed,3,31289.87,False,Incident at 3690 Main St. Officer responded at scene.
INC003424,Theft/Larceny,Northwest,fairview,ga,2297 Washington Ave,41.0958690964467,-95.657813,2023-12-11 10:10:51,OFF0135,Ashley,Hall,1704.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00772,Linda,Thomas,31,Male,,Knife,Medium,Under Investigation,Arrest Made,3,12638.19,True,No additional notes
INC002238,Sexual Assault,North,hillcrest,ca,1779 River Rd,29.021874,-95.399751,2020-10-15 15:29:49,OFF0117,Sarah,Wilson,5975.0,SUS00550,James,Hill,61,Male,White,VIC00705,Thomas,Torres,49,Unknown,7148976598,Firearm,Low,Pending,No Arrest,1,27607.2,True,Incident at 1779 River Rd. Officer responded at scene.
INC004426,Trespassing,North,maplewood,il,19 Cedar Lane,37.881973,-96.552278,2020-05-30 00:21:10,OFF0057,Jennifer,White,8134.0,SUS00247,Donna,Wright,37,Unknown,Asian,No Victim Identified,No Victim Identified,No Victim Identified,49,Unknown,,Firearm,Critical,Closed,Pending,4,48739.01,False,Incident at 19 Cedar Lane. Officer responded at scene.
INC004687,Sexual Assault,South,oakdale,fl,8917 Lincoln St,31.794809,-118.660614,2021-09-16 22:52:48,OFF0103,Jessica,Scott,Unknown,SUS00256,Jessica,White,69,Unknown,Black,VIC00406,Patricia,Brown,39,Male,4418401905,Blunt Object,High,Unknown,Warning Issued,0,31587.47,False,Incident at 8917 Lincoln St. Officer responded at scene.
INC004847,Trespassing,South,springfield,pa,7894 Oak Ave,25.53925,-79.213889,2019-02-25 19:27:38,OFF0141,Karen,Walker,Unknown,SUS00681,Richard,Hill,64,Female,Hispanic,VIC00877,John,Young,77,Male,3374162496,Firearm,Critical,Open,Arrest Made,0,35482.91,True,Incident at 7894 Oak Ave. Officer responded at scene.
INC003043,Trespassing,North,maplewood,fl,1540 Washington Ave,44.471655,-74.848629,2018-04-25 02:26:42,OFF0058,Daniel,Nguyen,7134.0,SUS00281,Joseph,Flores,30,Other,Black,VIC00149,Emily,Nguyen,79,Female,6658991381,Firearm,Medium,Unknown,Case Dismissed,1,32194.27,True,Incident at 1540 Washington Ave. Officer responded at scene.
INC001449,Fraud,South,maplewood,tx,765 River Rd,47.040981,-105.276112,2022-04-13 22:12:46,OFF0048,James,Smith,5173.0,No Suspect Identified,No Suspect Identified,No Suspect Identified,46,Unknown,Unknown,VIC00131,William,Anderson,25,Female,2997106034,Unknown/Not Specified,Medium,Pending,Warning Issued,0,31230.54,False,Incident at 765 River Rd. Officer responded at scene.
INC000486,Arson,North,fairview,oh,233 Cedar Lane,38.735954,-80.377344,2019-10-07 19:05:29,OFF0037,Anthony,Jackson,8151.0,SUS00304,Robert,Wright,29,Unknown,Other,VIC00915,Robert,Brown,30,Unknown,7616999743,Blunt Object,Medium,Pending,No Arrest,0,30795.89,True,Incident at 233 Cedar Lane. Officer responded at scene.
INC001817,Theft/Larceny,Southeast,springfield,az,8396 Main St,46.052145,-112.257486,2019-05-04 01:58:38,OFF0118,Emily,Davis,9725.0,SUS00047,Nancy,Flores,63,Female,Unknown,VIC00524,Charles,Taylor,38,Male,6684168317,Blunt Object,Critical,Pending,Arrest Made,2,23386.34,False,Incident at 8396 Main St. Officer responded at scene.
INC001900,Robbery,Central,riverside,nc,5975 Cedar Lane,25.074158,-74.67332,2021-12-03 02:44:36,OFF0076,Nancy,Anderson,1326.0,SUS00197,William,Wilson,54,Unknown,Hispanic,VIC00322,Linda,Wright,49,Male,7328532532,Knife,Medium,Closed,No Arrest,1,43536.04,True,Incident at 5975 Cedar Lane. Officer responded at scene.
INC002827,Cyber Crime,North,centerville,az,2771 Elm Blvd,38.272989,-103.986647,2024-04-24 20:36:57,OFF0119,nancy,Green,7465.0,SUS00162,Barbara,Taylor,57,Unknown,Unknown,VIC00378,Michelle,Davis,87,Unknown,7584368068,Firearm,Medium,Resolved,No Arrest,1,11700.91,True,Incident at 2771 Elm Blvd. Officer responded at scene.
INC003006,Theft/Larceny,Midtown,hillcrest,tx,3713 Elm Blvd,28.050967,-109.883159,2020-03-29 18:16:39,OFF0080,Matthew,Smith,1312.0,SUS00280,Charles,Allen,48,Other,Unknown,VIC00319,Patricia,Lee,29,Female,7574723132,Knife,Critical,Pending,Arrest Made,2,1819.92,True,Incident at 3713 Elm Blvd. Officer responded at scene.
INC004438,Burglary,Northeast,centerville,fl,9330 River Rd,36.144725,-93.175333,2020-02-09 07:24:46,OFF0056,Ashley,Jones,8559.0,SUS00432,Ashley,Scott,68,Unknown,Other,VIC00027,Linda,Davis,49,Female,4908189475,Firearm,Medium,Open,Arrest Made,4,19418.9,False,No additional notes
INC004460,Domestic Violence,Midtown,riverside,ny,3441 Lincoln St,40.33834234776536,-96.68831,2018-12-22 19:12:14,OFF0133,John,Moore,9814.0,SUS00161,Robert,White,46,Male,Hispanic,VIC00065,Mary,Brown,57,Male,2979945913,Hands/Feet,Critical,Resolved,No Arrest,3,48489.15,True,No additional notes
INC001201,Drug Offense,Northeast,fairview,nc,5986 Park Rd,46.706479,-88.44132751273345,2022-11-14 06:15:14,OFF0100,Susan,Wilson,8995.0,SUS00060,Nancy,Hill,46,Female,White,VIC00695,Charles,Brown,43,Male,3518892152,Firearm,High,Open,Pending,0,25219.21,Unknown,Incident at 5986 Park Rd. Officer responded at scene.
INC000362,Cyber Crime,Central,lakewood,fl,1971 Sunset Blvd,46.776472,-76.06105,2022-06-10 15:08:11,OFF0132,Emily,Green,4819.0,SUS00585,Thomas,Anderson,43,Male,Asian,VIC00177,James,Wilson,79,Male,6285856246,Unarmed,Medium,Closed,Warning Issued,1,0.0,False,Incident at 1971 Sunset Blvd. Officer responded at scene.
